Local Authority,Library,Month,Type,Loans
CAMBS,Sawtry Library,2019-12,adult fiction,2
CAMBS,Sawtry Library,2019-12,adult fiction hardback,15
CAMBS,Sawtry Library,2019-12,adult fiction large print hardback,1
CAMBS,Sawtry Library,2019-12,adult fiction paperback,41
CAMBS,Sawtry Library,2019-12,adult non fiction hardback,2
CAMBS,Sawtry Library,2019-12,adult non fiction large print hardback,1
CAMBS,Sawtry Library,2019-12,adult non fiction paperback,9
CAMBS,Sawtry Library,2019-12,adult non-fiction,1
CAMBS,Sawtry Library,2019-12,adult spoken word cd set,1
CAMBS,Sawtry Library,2019-12,children's fiction,2
CAMBS,Sawtry Library,2019-12,children's non-fiction,2
CAMBS,Sawtry Library,2019-12,inter-library loan,1
CAMBS,Sawtry Library,2019-12,junior fiction,39
CAMBS,Sawtry Library,2019-12,junior non-fiction,8
CAMBS,Sawtry Library,2019-12,quick pick fiction,2
CAMBS,Sawtry Library,2019-12,teenage,1
CAMBS,Sawtry Library,2019-12,young adult,1
CAMBS,Sawtry Library,2020-01,adult fiction,6
CAMBS,Sawtry Library,2020-01,adult fiction hardback,22
CAMBS,Sawtry Library,2020-01,adult fiction large print hardback,2
CAMBS,Sawtry Library,2020-01,adult fiction large print paperback,1
CAMBS,Sawtry Library,2020-01,adult fiction paperback,42
CAMBS,Sawtry Library,2020-01,adult non fiction hardback,5
CAMBS,Sawtry Library,2020-01,adult non fiction paperback,7
CAMBS,Sawtry Library,2020-01,adult non-fiction,3
CAMBS,Sawtry Library,2020-01,children's fiction,2
CAMBS,Sawtry Library,2020-01,junior fiction,47
CAMBS,Sawtry Library,2020-01,junior non-fiction,11
CAMBS,Sawtry Library,2020-01,teenage,1
CAMBS,Soham Library,2019-12,adult fiction,3
CAMBS,Soham Library,2019-12,adult fiction hardback,15
CAMBS,Soham Library,2019-12,adult fiction large print hardback,1
CAMBS,Soham Library,2019-12,adult fiction paperback,53
CAMBS,Soham Library,2019-12,adult non fiction hardback,12
CAMBS,Soham Library,2019-12,adult non fiction paperback,12
CAMBS,Soham Library,2019-12,children's non-fiction,2
CAMBS,Soham Library,2019-12,junior fiction,94
CAMBS,Soham Library,2019-12,junior non-fiction,19
CAMBS,Soham Library,2019-12,map,1
CAMBS,Soham Library,2019-12,picture book,2
CAMBS,Soham Library,2019-12,quick pick fiction,5
CAMBS,Soham Library,2019-12,teenage,4
CAMBS,Soham Library,2019-12,young adult plus,1
CAMBS,Soham Library,2020-01,adult fiction,5
CAMBS,Soham Library,2020-01,adult fiction hardback,30
CAMBS,Soham Library,2020-01,adult fiction large print hardback,3
CAMBS,Soham Library,2020-01,adult fiction large print paperback,1
CAMBS,Soham Library,2020-01,adult fiction paperback,69
CAMBS,Soham Library,2020-01,adult non fiction hardback,8
CAMBS,Soham Library,2020-01,adult non fiction large print hardback,3
CAMBS,Soham Library,2020-01,adult non fiction paperback,15
CAMBS,Soham Library,2020-01,children's non-fiction,2
CAMBS,Soham Library,2020-01,children's spoken word cd set,1
CAMBS,Soham Library,2020-01,dvd: 15,2
CAMBS,Soham Library,2020-01,junior fiction,102
CAMBS,Soham Library,2020-01,junior non-fiction,22
CAMBS,Soham Library,2020-01,picture book,1
CAMBS,Soham Library,2020-01,quick pick fiction,6
CAMBS,Somersham Library Access Point,2019-12,adult fiction hardback,3
CAMBS,Somersham Library Access Point,2019-12,adult fiction paperback,14
CAMBS,Somersham Library Access Point,2019-12,junior fiction,23
CAMBS,Somersham Library Access Point,2019-12,junior non-fiction,5
CAMBS,Somersham Library Access Point,2019-12,picture book,1
CAMBS,Somersham Library Access Point,2019-12,young adult plus,3
CAMBS,Somersham Library Access Point,2020-01,adult fiction,1
CAMBS,Somersham Library Access Point,2020-01,adult fiction hardback,10
CAMBS,Somersham Library Access Point,2020-01,adult fiction large print hardback,2
CAMBS,Somersham Library Access Point,2020-01,adult fiction large print paperback,8
CAMBS,Somersham Library Access Point,2020-01,adult fiction paperback,59
CAMBS,Somersham Library Access Point,2020-01,adult non fiction hardback,9
CAMBS,Somersham Library Access Point,2020-01,adult non fiction paperback,4
CAMBS,Somersham Library Access Point,2020-01,adult non-fiction,1
CAMBS,Somersham Library Access Point,2020-01,children's fiction,1
CAMBS,Somersham Library Access Point,2020-01,dvd: 15,1
CAMBS,Somersham Library Access Point,2020-01,junior fiction,93
CAMBS,Somersham Library Access Point,2020-01,junior non-fiction,10
CAMBS,Somersham Library Access Point,2020-01,picture book,3
CAMBS,Somersham Library Access Point,2020-01,teenage,1
CAMBS,Somersham Library Access Point,2020-01,young adult,6
CAMBS,Somersham Library Access Point,2020-01,young adult plus,4
CAMBS,Somersham Library Access Point,2020-01,adult fiction hardback,1
CAMBS,Somersham Library Access Point,2020-01,adult non fiction hardback,1
CAMBS,Somersham Library Access Point,2020-01,adult non fiction paperback,2
CAMBS,Somersham Library Access Point,2020-01,junior fiction,2
CAMBS,St Ives Library,2019-12,adult fiction,41
CAMBS,St Ives Library,2019-12,adult fiction hardback,178
CAMBS,St Ives Library,2019-12,adult fiction large print hardback,34
CAMBS,St Ives Library,2019-12,adult fiction large print paperback,38
CAMBS,St Ives Library,2019-12,adult fiction paperback,346
CAMBS,St Ives Library,2019-12,adult non fiction hardback,71
CAMBS,St Ives Library,2019-12,adult non fiction large print hardback,1
CAMBS,St Ives Library,2019-12,adult non fiction large print paperback,1
CAMBS,St Ives Library,2019-12,adult non fiction paperback,116
CAMBS,St Ives Library,2019-12,adult non-fiction,8
CAMBS,St Ives Library,2019-12,adult spoken word cd,1
CAMBS,St Ives Library,2019-12,adult spoken word cd set,6
CAMBS,St Ives Library,2019-12,children's fiction,15
CAMBS,St Ives Library,2019-12,children's non-fiction,1
CAMBS,St Ives Library,2019-12,children's spoken word cd set,10
CAMBS,St Ives Library,2019-12,dvd: 12,1
CAMBS,St Ives Library,2019-12,dvd: 15,2
CAMBS,St Ives Library,2019-12,dvd: pg,3
CAMBS,St Ives Library,2019-12,dvd: u,5
CAMBS,St Ives Library,2019-12,junior fiction,424
CAMBS,St Ives Library,2019-12,junior non-fiction,71
CAMBS,St Ives Library,2019-12,music score,1
CAMBS,St Ives Library,2019-12,quick pick fiction,1
CAMBS,St Ives Library,2019-12,teenage,5
CAMBS,St Ives Library,2019-12,young adult,2
CAMBS,St Ives Library,2019-12,young adult plus,2
CAMBS,St Ives Library,2020-01,adult fiction,94
CAMBS,St Ives Library,2020-01,adult fiction hardback,318
CAMBS,St Ives Library,2020-01,adult fiction large print hardback,45
CAMBS,St Ives Library,2020-01,adult fiction large print paperback,47
CAMBS,St Ives Library,2020-01,adult fiction paperback,607
CAMBS,St Ives Library,2020-01,adult non fiction hardback,67
CAMBS,St Ives Library,2020-01,adult non fiction large print hardback,1
CAMBS,St Ives Library,2020-01,adult non fiction large print paperback,1
CAMBS,St Ives Library,2020-01,adult non fiction paperback,158
CAMBS,St Ives Library,2020-01,adult non-fiction,10
CAMBS,St Ives Library,2020-01,adult spoken word cassette set,11
CAMBS,St Ives Library,2020-01,adult spoken word cd,3
CAMBS,St Ives Library,2020-01,adult spoken word cd set,28
CAMBS,St Ives Library,2020-01,cd,3
CAMBS,St Ives Library,2020-01,cd set,1
CAMBS,St Ives Library,2020-01,children's fiction,7
CAMBS,St Ives Library,2020-01,children's non-fiction,2
CAMBS,St Ives Library,2020-01,dvd: 12,7
CAMBS,St Ives Library,2020-01,dvd: 15,5
CAMBS,St Ives Library,2020-01,dvd: pg,5
CAMBS,St Ives Library,2020-01,dvd: u,1
CAMBS,St Ives Library,2020-01,junior fiction,417
CAMBS,St Ives Library,2020-01,junior non-fiction,59
CAMBS,St Ives Library,2020-01,map,5
CAMBS,St Ives Library,2020-01,music cd,1
CAMBS,St Ives Library,2020-01,quick pick fiction,2
CAMBS,St Ives Library,2020-01,teenage,9
CAMBS,St Ives Library,2020-01,young adult,1
CAMBS,St Ives Library,2020-01,young adult plus,2
CAMBS,St Ives Library,2020-01,adult fiction,3
CAMBS,St Ives Library,2020-01,adult fiction hardback,16
CAMBS,St Ives Library,2020-01,adult fiction large print hardback,2
CAMBS,St Ives Library,2020-01,adult fiction paperback,10
CAMBS,St Ives Library,2020-01,adult non fiction hardback,8
CAMBS,St Ives Library,2020-01,adult non fiction paperback,13
CAMBS,St Ives Library,2020-01,children's fiction,1
CAMBS,St Ives Library,2020-01,children's spoken word cd set,3
CAMBS,St Ives Library,2020-01,junior fiction,45
CAMBS,St Ives Library,2020-01,junior non-fiction,10
CAMBS,St Ives Library,2020-01,map,3
CAMBS,St Ives Library,2020-01,teenage,1
CAMBS,St Neots Library,2019-12,adult fiction,43
CAMBS,St Neots Library,2019-12,adult fiction hardback,117
CAMBS,St Neots Library,2019-12,adult fiction large print hardback,11
CAMBS,St Neots Library,2019-12,adult fiction large print paperback,15
CAMBS,St Neots Library,2019-12,adult fiction paperback,384
CAMBS,St Neots Library,2019-12,adult non fiction hardback,29
CAMBS,St Neots Library,2019-12,adult non fiction large print paperback,1
CAMBS,St Neots Library,2019-12,adult non fiction paperback,49
CAMBS,St Neots Library,2019-12,adult non-fiction,1
CAMBS,St Neots Library,2019-12,adult spoken word cassette set,4
CAMBS,St Neots Library,2019-12,adult spoken word cd set,24
CAMBS,St Neots Library,2019-12,children's fiction,28
CAMBS,St Neots Library,2019-12,children's non-fiction,3
CAMBS,St Neots Library,2019-12,children's spoken word cd set,4
CAMBS,St Neots Library,2019-12,dvd: 12,6
CAMBS,St Neots Library,2019-12,dvd: 15,2
CAMBS,St Neots Library,2019-12,dvd: pg,6
CAMBS,St Neots Library,2019-12,junior fiction,618
CAMBS,St Neots Library,2019-12,junior non-fiction,61
CAMBS,St Neots Library,2019-12,map,3
CAMBS,St Neots Library,2019-12,picture book,3
CAMBS,St Neots Library,2019-12,quick pick fiction,5
CAMBS,St Neots Library,2019-12,teenage,10
CAMBS,St Neots Library,2019-12,young adult,3
CAMBS,St Neots Library,2019-12,young adult plus,1
CAMBS,St Neots Library,2020-01,adult fiction,69
CAMBS,St Neots Library,2020-01,adult fiction hardback,140
CAMBS,St Neots Library,2020-01,adult fiction large print hardback,38
CAMBS,St Neots Library,2020-01,adult fiction large print paperback,65
CAMBS,St Neots Library,2020-01,adult fiction paperback,472
CAMBS,St Neots Library,2020-01,adult non fiction hardback,45
CAMBS,St Neots Library,2020-01,adult non fiction large print hardback,1
CAMBS,St Neots Library,2020-01,adult non fiction large print paperback,4
CAMBS,St Neots Library,2020-01,adult non fiction paperback,86
CAMBS,St Neots Library,2020-01,adult non-fiction,3
CAMBS,St Neots Library,2020-01,adult spoken word cd set,21
CAMBS,St Neots Library,2020-01,children's fiction,18
CAMBS,St Neots Library,2020-01,children's non-fiction,3
CAMBS,St Neots Library,2020-01,children's spoken word cd set,5
CAMBS,St Neots Library,2020-01,devices and electronics,1
CAMBS,St Neots Library,2020-01,dvd: 12,3
CAMBS,St Neots Library,2020-01,dvd: pg,4
CAMBS,St Neots Library,2020-01,dvd: u,1
CAMBS,St Neots Library,2020-01,junior fiction,653
CAMBS,St Neots Library,2020-01,junior fiction paperback,1
CAMBS,St Neots Library,2020-01,junior large print,1
CAMBS,St Neots Library,2020-01,junior non-fiction,104
CAMBS,St Neots Library,2020-01,picture book,2
CAMBS,St Neots Library,2020-01,quick pick fiction,5
CAMBS,St Neots Library,2020-01,teenage,24
CAMBS,St Neots Library,2020-01,young adult,5
CAMBS,St Neots Library,2020-01,young adult plus,4
CAMBS,Swavesey Library Access Point,2019-12,adult fiction paperback,11
CAMBS,Swavesey Library Access Point,2019-12,adult non fiction hardback,1
CAMBS,Swavesey Library Access Point,2019-12,children's fiction,1
CAMBS,Swavesey Library Access Point,2019-12,children's non-fiction,1
CAMBS,Swavesey Library Access Point,2019-12,junior fiction,11
CAMBS,Swavesey Library Access Point,2019-12,quick pick fiction,1
CAMBS,Swavesey Library Access Point,2019-12,teenage,1
CAMBS,Swavesey Library Access Point,2019-12,young adult,1
CAMBS,Swavesey Library Access Point,2020-01,adult fiction,1
CAMBS,Swavesey Library Access Point,2020-01,adult fiction hardback,1
CAMBS,Swavesey Library Access Point,2020-01,adult fiction large print paperback,1
CAMBS,Swavesey Library Access Point,2020-01,adult fiction paperback,17
CAMBS,Swavesey Library Access Point,2020-01,adult non fiction hardback,3
CAMBS,Swavesey Library Access Point,2020-01,adult non-fiction,1
CAMBS,Swavesey Library Access Point,2020-01,children's non-fiction,2
CAMBS,Swavesey Library Access Point,2020-01,junior fiction,13
CAMBS,Swavesey Library Access Point,2020-01,junior non-fiction,2
CAMBS,Swavesey Library Access Point,2020-01,quick pick fiction,2
CAMBS,Swavesey Library Access Point,2020-01,teenage,1
CAMBS,Warboys Library,2019-12,adult fiction,3
CAMBS,Warboys Library,2019-12,adult fiction hardback,28
CAMBS,Warboys Library,2019-12,adult fiction large print hardback,4
CAMBS,Warboys Library,2019-12,adult fiction paperback,65
CAMBS,Warboys Library,2019-12,adult non fiction hardback,6
CAMBS,Warboys Library,2019-12,adult non fiction paperback,3
CAMBS,Warboys Library,2019-12,junior fiction,27
CAMBS,Warboys Library,2019-12,junior non-fiction,4
CAMBS,Warboys Library,2019-12,picture book,1
CAMBS,Warboys Library,2019-12,quick pick fiction,21
CAMBS,Warboys Library,2020-01,adult fiction,15
CAMBS,Warboys Library,2020-01,adult fiction hardback,13
CAMBS,Warboys Library,2020-01,adult fiction large print hardback,4
CAMBS,Warboys Library,2020-01,adult fiction large print paperback,1
CAMBS,Warboys Library,2020-01,adult fiction paperback,71
CAMBS,Warboys Library,2020-01,adult non fiction hardback,7
CAMBS,Warboys Library,2020-01,adult non fiction paperback,7
CAMBS,Warboys Library,2020-01,adult non-fiction,1
CAMBS,Warboys Library,2020-01,adult spoken word cassette,3
CAMBS,Warboys Library,2020-01,adult spoken word cassette set,9
CAMBS,Warboys Library,2020-01,adult spoken word cd set,16
CAMBS,Warboys Library,2020-01,junior fiction,43
CAMBS,Warboys Library,2020-01,junior non-fiction,8
CAMBS,Warboys Library,2020-01,quick pick fiction,19
CAMBS,Warboys Library,2020-01,teenage,1
CAMBS,Waterbeach Library Access Point,2019-12,adult fiction hardback,1
CAMBS,Waterbeach Library Access Point,2019-12,adult fiction paperback,17
CAMBS,Waterbeach Library Access Point,2019-12,adult non fiction hardback,1
CAMBS,Waterbeach Library Access Point,2019-12,adult non fiction paperback,2
CAMBS,Waterbeach Library Access Point,2019-12,junior fiction,61
CAMBS,Waterbeach Library Access Point,2019-12,junior large print,2
CAMBS,Waterbeach Library Access Point,2019-12,junior non-fiction,6
CAMBS,Waterbeach Library Access Point,2019-12,picture book,1
CAMBS,Waterbeach Library Access Point,2019-12,young adult,2
CAMBS,Waterbeach Library Access Point,2020-01,adult fiction hardback,3
CAMBS,Waterbeach Library Access Point,2020-01,adult fiction large print paperback,2
CAMBS,Waterbeach Library Access Point,2020-01,adult fiction paperback,57
CAMBS,Waterbeach Library Access Point,2020-01,adult non fiction hardback,2
CAMBS,Waterbeach Library Access Point,2020-01,adult non fiction paperback,4
CAMBS,Waterbeach Library Access Point,2020-01,adult non-fiction,2
CAMBS,Waterbeach Library Access Point,2020-01,adult spoken word cd set,1
CAMBS,Waterbeach Library Access Point,2020-01,dvd: 12,1
CAMBS,Waterbeach Library Access Point,2020-01,dvd: 15,1
CAMBS,Waterbeach Library Access Point,2020-01,junior fiction,214
CAMBS,Waterbeach Library Access Point,2020-01,junior large print,2
CAMBS,Waterbeach Library Access Point,2020-01,junior non-fiction,46
CAMBS,Waterbeach Library Access Point,2020-01,young adult,10
CAMBS,Whittlesey Library Learning Centre,2019-12,adult fiction,9
CAMBS,Whittlesey Library Learning Centre,2019-12,adult fiction hardback,29
CAMBS,Whittlesey Library Learning Centre,2019-12,adult fiction large print hardback,9
CAMBS,Whittlesey Library Learning Centre,2019-12,adult fiction large print paperback,9
CAMBS,Whittlesey Library Learning Centre,2019-12,adult fiction paperback,86
CAMBS,Whittlesey Library Learning Centre,2019-12,adult non fiction hardback,7
CAMBS,Whittlesey Library Learning Centre,2019-12,adult non fiction large print hardback,1
CAMBS,Whittlesey Library Learning Centre,2019-12,adult non fiction paperback,8
CAMBS,Whittlesey Library Learning Centre,2019-12,adult non-fiction,1
CAMBS,Whittlesey Library Learning Centre,2019-12,adult spoken word cd set,11
CAMBS,Whittlesey Library Learning Centre,2019-12,children's fiction,1
CAMBS,Whittlesey Library Learning Centre,2019-12,children's spoken word cd set,3
CAMBS,Whittlesey Library Learning Centre,2019-12,dvd: 12,1
CAMBS,Whittlesey Library Learning Centre,2019-12,junior fiction,47
CAMBS,Whittlesey Library Learning Centre,2019-12,junior non-fiction,4
CAMBS,Whittlesey Library Learning Centre,2019-12,quick pick fiction,2
CAMBS,Whittlesey Library Learning Centre,2019-12,young adult,2
CAMBS,Whittlesey Library Learning Centre,2020-01,adult fiction,16
CAMBS,Whittlesey Library Learning Centre,2020-01,adult fiction hardback,30
CAMBS,Whittlesey Library Learning Centre,2020-01,adult fiction large print hardback,10
CAMBS,Whittlesey Library Learning Centre,2020-01,adult fiction large print paperback,1
CAMBS,Whittlesey Library Learning Centre,2020-01,adult fiction paperback,112
CAMBS,Whittlesey Library Learning Centre,2020-01,adult non fiction hardback,15
CAMBS,Whittlesey Library Learning Centre,2020-01,adult non fiction paperback,18
CAMBS,Whittlesey Library Learning Centre,2020-01,adult non-fiction,3
CAMBS,Whittlesey Library Learning Centre,2020-01,adult spoken word cd set,4
CAMBS,Whittlesey Library Learning Centre,2020-01,children's fiction,2
CAMBS,Whittlesey Library Learning Centre,2020-01,children's non-fiction,1
CAMBS,Whittlesey Library Learning Centre,2020-01,children's spoken word cd set,2
CAMBS,Whittlesey Library Learning Centre,2020-01,junior fiction,163
CAMBS,Whittlesey Library Learning Centre,2020-01,junior non-fiction,20
CAMBS,Whittlesey Library Learning Centre,2020-01,quick pick fiction,2
CAMBS,Whittlesey Library Learning Centre,2020-01,teenage,3
CAMBS,Whittlesey Library Learning Centre,2020-01,young adult,1
CAMBS,Whittlesey Library Learning Centre,2020-01,young adult plus,1
CAMBS,Willingham Library,2019-12,adult fiction,2
CAMBS,Willingham Library,2019-12,adult fiction hardback,11
CAMBS,Willingham Library,2019-12,adult fiction paperback,55
CAMBS,Willingham Library,2019-12,adult non fiction hardback,10
CAMBS,Willingham Library,2019-12,adult non fiction paperback,11
CAMBS,Willingham Library,2019-12,junior fiction,41
CAMBS,Willingham Library,2019-12,junior non-fiction,5
CAMBS,Willingham Library,2019-12,teenage,1
CAMBS,Willingham Library,2019-12,young adult,1
CAMBS,Willingham Library,2019-12,young adult plus,1
CAMBS,Willingham Library,2020-01,adult fiction,7
CAMBS,Willingham Library,2020-01,adult fiction hardback,32
CAMBS,Willingham Library,2020-01,adult fiction large print paperback,1
CAMBS,Willingham Library,2020-01,adult fiction paperback,48
CAMBS,Willingham Library,2020-01,adult non fiction hardback,5
CAMBS,Willingham Library,2020-01,adult non fiction paperback,5
CAMBS,Willingham Library,2020-01,children's fiction,1
CAMBS,Willingham Library,2020-01,junior fiction,66
CAMBS,Willingham Library,2020-01,junior non-fiction,2
CAMBS,Willingham Library,2020-01,quick pick fiction,2
CAMBS,Willingham Library,2020-01,teenage,3
CAMBS,Willingham Library,2020-01,young adult,1
CAMBS,Willingham Library,2020-01,young adult plus,2
CAMBS,Wisbech Library,2019-12,adult fiction,18
CAMBS,Wisbech Library,2019-12,adult fiction hardback,90
CAMBS,Wisbech Library,2019-12,adult fiction large print hardback,23
CAMBS,Wisbech Library,2019-12,adult fiction large print paperback,18
CAMBS,Wisbech Library,2019-12,adult fiction paperback,200
CAMBS,Wisbech Library,2019-12,adult non fiction hardback,46
CAMBS,Wisbech Library,2019-12,adult non fiction large print hardback,1
CAMBS,Wisbech Library,2019-12,adult non fiction paperback,42
CAMBS,Wisbech Library,2019-12,adult non-fiction,21
CAMBS,Wisbech Library,2019-12,adult spoken word cassette set,8
CAMBS,Wisbech Library,2019-12,adult spoken word cd set,18
CAMBS,Wisbech Library,2019-12,children's fiction,6
CAMBS,Wisbech Library,2019-12,children's non-fiction,1
CAMBS,Wisbech Library,2019-12,dvd: pg,1
CAMBS,Wisbech Library,2019-12,junior fiction,159
CAMBS,Wisbech Library,2019-12,junior non-fiction,31
CAMBS,Wisbech Library,2019-12,music score,1
CAMBS,Wisbech Library,2019-12,picture book,1
CAMBS,Wisbech Library,2019-12,quick pick fiction,11
CAMBS,Wisbech Library,2019-12,quick pick non-fiction,1
CAMBS,Wisbech Library,2019-12,teenage,1
CAMBS,Wisbech Library,2019-12,young adult,4
CAMBS,Wisbech Library,2020-01,adult fiction,49
CAMBS,Wisbech Library,2020-01,adult fiction hardback,165
CAMBS,Wisbech Library,2020-01,adult fiction large print hardback,10
CAMBS,Wisbech Library,2020-01,adult fiction large print paperback,13
CAMBS,Wisbech Library,2020-01,adult fiction paperback,317
CAMBS,Wisbech Library,2020-01,adult non fiction hardback,37
CAMBS,Wisbech Library,2020-01,adult non fiction large print hardback,1
CAMBS,Wisbech Library,2020-01,adult non fiction paperback,57
CAMBS,Wisbech Library,2020-01,adult non-fiction,16
CAMBS,Wisbech Library,2020-01,adult spoken word cd set,15
CAMBS,Wisbech Library,2020-01,children's fiction,4
CAMBS,Wisbech Library,2020-01,children's non-fiction,1
CAMBS,Wisbech Library,2020-01,children's spoken word cd set,1
CAMBS,Wisbech Library,2020-01,dvd: 15,2
CAMBS,Wisbech Library,2020-01,dvd: u,3
CAMBS,Wisbech Library,2020-01,junior fiction,229
CAMBS,Wisbech Library,2020-01,junior non-fiction,40
CAMBS,Wisbech Library,2020-01,music score,1
CAMBS,Wisbech Library,2020-01,picture book,6
CAMBS,Wisbech Library,2020-01,quick pick fiction,3
CAMBS,Wisbech Library,2020-01,teenage,7
CAMBS,Yaxley Library,2019-12,adult fiction,12
CAMBS,Yaxley Library,2019-12,adult fiction hardback,27
CAMBS,Yaxley Library,2019-12,adult fiction large print hardback,7
CAMBS,Yaxley Library,2019-12,adult fiction large print paperback,2
CAMBS,Yaxley Library,2019-12,adult fiction paperback,64
CAMBS,Yaxley Library,2019-12,adult non fiction hardback,4
CAMBS,Yaxley Library,2019-12,adult non fiction paperback,13
CAMBS,Yaxley Library,2019-12,adult non-fiction,8
CAMBS,Yaxley Library,2019-12,adult spoken word cd,1
CAMBS,Yaxley Library,2019-12,adult spoken word cd set,1
CAMBS,Yaxley Library,2019-12,children's fiction,5
CAMBS,Yaxley Library,2019-12,children's non-fiction,2
CAMBS,Yaxley Library,2019-12,junior fiction,124
CAMBS,Yaxley Library,2019-12,junior non-fiction,26
CAMBS,Yaxley Library,2019-12,picture book,1
CAMBS,Yaxley Library,2019-12,quick pick fiction,1
CAMBS,Yaxley Library,2019-12,reading group,1
CAMBS,Yaxley Library,2019-12,teenage,3
CAMBS,Yaxley Library,2019-12,young adult plus,1
CAMBS,Yaxley Library,2020-01,adult fiction,4
CAMBS,Yaxley Library,2020-01,adult fiction hardback,47
CAMBS,Yaxley Library,2020-01,adult fiction large print hardback,12
CAMBS,Yaxley Library,2020-01,adult fiction large print paperback,6
CAMBS,Yaxley Library,2020-01,adult fiction paperback,85
CAMBS,Yaxley Library,2020-01,adult non fiction hardback,14
CAMBS,Yaxley Library,2020-01,adult non fiction large print hardback,1
CAMBS,Yaxley Library,2020-01,adult non fiction large print paperback,1
CAMBS,Yaxley Library,2020-01,adult non fiction paperback,13
CAMBS,Yaxley Library,2020-01,adult non-fiction,4
CAMBS,Yaxley Library,2020-01,adult spoken word cd set,2
CAMBS,Yaxley Library,2020-01,children's fiction,5
CAMBS,Yaxley Library,2020-01,dvd: 12,1
CAMBS,Yaxley Library,2020-01,junior fiction,160
CAMBS,Yaxley Library,2020-01,junior non-fiction,22
CAMBS,Yaxley Library,2020-01,picture book,2
CAMBS,Yaxley Library,2020-01,quick pick fiction,2
CAMBS,Yaxley Library,2020-01,teenage,1
CAMBS,Yaxley Library,2020-01,young adult,4
CAMBS,Yaxley Library,2020-01,young adult plus,1
